date,et0_mm,etc_mm,rainfall_mm,root_zone_depletion_mm,taw_mm,raw_mm,water_stress_coefficient_ks,water_stress_level
2025-05-03,6.256704230330914,4.692528172748186,0.95,151.67763494145714,151.67763494145714,75.83881747072857,0.0,High
2025-05-04,6.9859957080158654,5.2394967810118995,0.26,151.67763494145714,151.67763494145714,75.83881747072857,0.0,High
2025-05-05,7.051496152118772,5.288622114089079,0.58,151.67763494145714,151.67763494145714,75.83881747072857,0.0,High
2025-05-06,6.817669707493332,5.113252280619999,1.72,151.67763494145714,151.67763494145714,75.83881747072857,0.0,High
2025-05-07,6.050728055324091,4.538046041493068,3.78,151.67763494145714,151.67763494145714,75.83881747072857,0.0,High
2025-05-08,5.196617039410595,3.897462779557946,4.74,150.83509772101507,151.67763494145714,75.83881747072857,0.011109577503199618,High
2025-05-09,6.290836315885776,4.718127236914332,2.8,151.67763494145714,151.67763494145714,75.83881747072857,0.0,High
2025-05-10,5.472326565843779,4.104244924382834,0.55,151.67763494145714,151.67763494145714,75.83881747072857,0.0,High
2025-05-11,6.148018124724228,4.611013593543171,0.17,151.67763494145714,151.67763494145714,75.83881747072857,0.0,High
2025-05-12,6.707682140939264,5.030761605704448,1.84,151.67763494145714,151.67763494145714,75.83881747072857,0.0,High
2025-05-13,5.986279946625623,4.489709959969217,5.24,150.92734490142635,151.67763494145714,75.83881747072857,0.009893219133069677,High
2025-05-14,5.6215435109593885,4.216157633219542,1.81,151.67763494145714,151.67763494145714,75.83881747072857,0.0,High
2025-05-15,5.261911466696953,3.9464336000227145,13.61,142.01406854147984,151.67763494145714,75.83881747072857,0.1274224298619521,High
2025-05-16,4.428339200840036,3.3212544006300275,10.25,135.08532294210988,151.67763494145714,75.83881747072857,0.21878389659426556,High
2025-05-17,4.6311303525693495,3.473347764427012,11.51,127.0486707065369,151.67763494145714,75.83881747072857,0.32475406469023943,High
2025-05-18,3.8717555887748327,2.9038166915811248,23.02,106.93248739811803,151.67763494145714,75.83881747072857,0.5900032336423146,High
2025-05-19,3.364522042534587,2.5233915319009403,4.59,104.86587893001897,151.67763494145714,75.83881747072857,0.6172532427672156,Medium
2025-05-20,3.640626260773855,2.7304696955803913,27.48,80.11634862559936,151.67763494145714,75.83881747072857,0.9435970747233529,Low
2025-05-21,3.9338182136527355,2.9503636602395518,3.07,79.99671228583891,151.67763494145714,75.83881747072857,0.94517458270344,Low
2025-05-22,5.009760028816571,3.7573200216124283,0.0,83.75403230745134,151.67763494145714,75.83881747072857,0.8956310883964166,Medium
2025-05-23,5.72568326379949,4.294262447849618,0.34,87.70829475530095,151.67763494145714,75.83881747072857,0.8434907389061858,Medium
2025-05-24,4.572681518674966,3.429511139006225,0.06,91.07780589430718,151.67763494145714,75.83881747072857,0.7990608380799136,Medium
2025-05-25,4.836383624834723,3.627287718626042,1.56,93.14509361293321,151.67763494145714,75.83881747072857,0.7718018724529253,Medium
2025-05-26,4.076420702355709,3.057315526766782,1.49,94.7124091397,151.67763494145714,75.83881747072857,0.7511354699556589,Medium
2025-05-27,5.480290005631018,4.110217504223264,0.19,98.63262664392326,151.67763494145714,75.83881747072857,0.6994440323124449,Medium
2025-05-28,4.787172113132311,3.590379084849233,0.46,101.7630057287725,151.67763494145714,75.83881747072857,0.6581672931800412,Medium
2025-05-29,4.78129295172134,3.5859697137910045,0.2,105.1489754425635,151.67763494145714,75.83881747072857,0.6135203718973106,Medium
2025-05-30,3.838039762572643,2.878529821929482,11.28,96.74750526449297,151.67763494145714,75.83881747072857,0.7243009781655086,Medium
2025-05-31,6.624375885590782,4.968281914193087,0.03,101.68578717868606,151.67763494145714,75.83881747072857,0.6591854861406085,Medium
2025-06-01,7.240193662892685,5.430145247169514,0.0,107.11593242585558,151.67763494145714,75.83881747072857,0.5875843532607955,High
